month,day,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
7,4,22.05,16.633333333333336,50.75,937.8416666666668,101.0,2.25,619.5833333333334,73.16666666666667,422.0
8,1,23.008333333333336,12.325,28.166666666666668,934.9916666666664,114.5,2.575,586.8333333333334,103.41666666666669,461.0
9,28,23.571428571428577,7.057142857142858,23.071428571428573,933.4428571428572,115.64285714285714,2.085714285714286,661.7857142857143,91.71428571428572,546.8571428571429
1,17,24.007142857142856,52.89285714285713,84.57142857142857,926.7714285714284,118.71428571428572,1.807142857142857,33.357142857142854,297.2857142857143,328.5
7,22,19.291666666666668,13.15,53.16666666666666,939.1,59.833333333333336,3.758333333333333,551.75,104.08333333333331,434.4166666666667
11,13,25.47142857142857,43.60714285714285,62.07142857142857,933.3357142857142,79.64285714285714,3.4214285714285717,36.642857142857146,275.1428571428572,296.42857142857144
2,6,24.523076923076925,48.66153846153847,81.23076923076923,929.5769230769232,58.23076923076923,2.1,115.46153846153848,307.9230769230769,407.1538461538461
4,24,24.85833333333333,26.10833333333333,52.833333333333336,931.8416666666666,109.0,2.6416666666666666,587.6666666666666,102.5,497.4166666666667
2,27,25.146153846153844,39.97692307692308,73.38461538461539,929.753846153846,57.07692307692308,2.853846153846153,668.0769230769231,108.0,581.0
1,9,26.31428571428572,48.47857142857144,74.71428571428571,926.3071428571428,116.07142857142856,1.5500000000000005,164.78571428571428,229.3571428571429,381.3571428571428
6,3,21.75,12.308333333333332,36.25,939.5166666666668,143.25,1.8416666666666663,678.6666666666666,60.75,442.8333333333333
1,22,24.928571428571427,18.4,54.142857142857146,916.3857142857142,139.35714285714286,2.5642857142857145,503.9285714285714,176.85714285714286,549.2857142857143
6,14,20.375,10.108333333333333,30.416666666666668,936.8083333333334,131.08333333333334,1.85,667.5833333333334,65.41666666666667,433.25
6,10,21.291666666666668,15.791666666666666,48.16666666666666,941.075,124.41666666666669,1.7499999999999998,569.5833333333334,84.08333333333333,417.1666666666667
3,1,17.7,35.61538461538462,91.84615384615384,932.4076923076924,145.3846153846154,1.576923076923077,0.0,137.3846153846154,137.3846153846154
5,14,24.066666666666663,12.658333333333331,26.416666666666668,935.025,128.16666666666666,2.0333333333333337,721.3333333333334,59.75,479.1666666666667
4,2,25.1076923076923,26.269230769230774,57.38461538461539,933.623076923077,84.07692307692308,2.3461538461538463,682.2307692307693,72.15384615384616,532.6153846153846
3,28,25.32307692307692,36.95384615384616,73.3076923076923,919.9,86.38461538461539,3.330769230769231,578.6923076923077,110.3846153846154,520.9230769230769
10,7,29.778571428571432,22.81428571428572,30.857142857142858,929.0357142857144,59.71428571428572,3.964285714285715,470.07142857142856,167.35714285714286,510.0
12,23,25.03571428571429,46.021428571428565,71.64285714285714,927.9642857142856,128.21428571428572,1.6571428571428568,392.7142857142857,157.57142857142858,475.2857142857143
4,10,24.116666666666664,36.36666666666667,64.16666666666667,935.6083333333336,64.25,4.183333333333333,12.333333333333334,281.9166666666667,291.0833333333333
6,11,22.46666666666667,15.966666666666663,48.333333333333336,933.8083333333334,109.5,2.333333333333333,641.75,69.25,425.6666666666667
3,31,27.63076923076923,21.500000000000004,41.69230769230769,917.0076923076922,69.76923076923077,3.5461538461538464,651.0,95.76923076923076,535.9230769230769
12,10,31.164285714285715,33.80714285714286,35.785714285714285,928.507142857143,102.21428571428572,3.0,411.5,187.2142857142857,521.6428571428571
10,29,34.271428571428565,24.62142857142857,19.071428571428573,924.2785714285714,129.0,2.5785714285714283,418.07142857142856,192.2142857142857,525.8571428571429
6,30,22.325,10.425,32.25,936.8416666666666,128.58333333333334,1.9,651.9166666666666,68.0,430.25
4,10,24.183333333333337,21.250000000000004,49.25,933.125,72.75,2.066666666666667,596.4166666666666,136.5,528.0
5,1,25.2,19.575000000000003,41.583333333333336,919.9166666666666,71.0,2.408333333333333,704.4166666666666,68.75,500.6666666666667
9,28,33.24166666666667,22.258333333333336,19.33333333333333,926.8916666666668,72.16666666666667,3.2083333333333326,277.9166666666667,268.3333333333333,489.5833333333333
2,17,25.907692307692308,48.169230769230765,76.92307692307692,930.0615384615384,71.6923076923077,2.3999999999999995,92.07692307692308,312.53846153846155,394.2307692307692
12,8,30.000000000000004,37.557142857142864,42.35714285714285,930.8285714285714,151.64285714285714,2.057142857142858,188.7142857142857,216.3571428571429,384.4285714285714
6,25,22.45833333333333,15.291666666666666,38.083333333333336,935.1083333333332,135.08333333333334,2.3000000000000003,649.8333333333334,66.25,422.75
1,9,25.928571428571427,45.12857142857143,75.64285714285714,913.3642857142856,323.92857142857144,1.6928571428571426,178.57142857142858,245.14285714285717,403.7142857142857
10,24,32.128571428571426,32.99285714285714,30.071428571428573,928.8714285714286,135.42857142857142,2.028571428571429,0.0,199.8571428571429,199.8571428571429
9,11,26.1,7.253846153846155,13.76923076923077,932.2846153846152,124.92307692307692,2.0153846153846158,636.1538461538462,107.3846153846154,540.0769230769231
3,26,26.57692307692308,43.54615384615385,66.3076923076923,928.0692307692308,124.15384615384616,1.2153846153846153,252.6153846153846,239.84615384615384,411.6923076923077
2,21,27.28461538461539,27.284615384615385,54.84615384615385,917.6846153846157,100.46153846153848,2.276923076923077,722.7692307692307,97.15384615384616,609.6153846153846
9,4,27.4,22.03333333333333,36.66666666666666,932.1416666666668,83.33333333333333,3.6666666666666665,572.5,137.66666666666666,529.9166666666666
12,25,28.164285714285715,44.42142857142857,63.71428571428572,926.464285714286,97.07142857142856,1.842857142857143,109.92857142857144,257.7142857142857,357.7857142857143
1,7,27.6,46.84615384615385,67.46153846153847,926.7,108.84615384615384,1.7461538461538464,233.69230769230768,226.7692307692308,420.1538461538461
11,15,31.057142857142853,30.24285714285714,37.785714285714285,929.9857142857144,56.142857142857146,3.478571428571428,535.5714285714286,140.0,556.9285714285714
8,6,24.191666666666663,13.991666666666667,30.666666666666668,934.5333333333332,151.25,1.9666666666666663,580.5833333333334,110.25,471.9166666666667
1,16,25.16428571428571,51.121428571428574,80.35714285714286,924.8714285714286,196.92857142857144,1.4499999999999995,24.071428571428573,171.0,179.5
11,21,24.61428571428572,44.07857142857143,68.64285714285714,928.614285714286,120.21428571428572,2.9857142857142853,161.57142857142858,279.35714285714283,424.7142857142857
10,11,24.607692307692307,27.93846153846154,50.30769230769231,935.9230769230768,68.61538461538461,4.546153846153846,217.30769230769232,233.46153846153845,392.0769230769231
3,13,26.26153846153846,39.75384615384615,71.76923076923077,930.5384615384615,53.46153846153846,3.1,587.3846153846154,118.07692307692308,550.5384615384615
5,17,22.03333333333333,13.4,36.75,939.2166666666666,67.58333333333333,2.5500000000000003,615.0,78.41666666666667,457.25
11,19,30.75,42.75714285714286,45.642857142857146,927.5500000000002,48.0,3.892857142857143,321.6428571428572,234.28571428571428,476.4285714285714
10,31,30.635714285714283,19.88571428571429,26.857142857142858,931.1357142857144,58.57142857142857,3.8642857142857134,557.0714285714286,137.42857142857142,564.3571428571429
2,11,27.21538461538461,34.76923076923077,64.61538461538461,914.2923076923078,52.53846153846154,1.8538461538461537,345.3076923076923,243.84615384615384,487.7692307692308
1,2,24.892857142857142,46.55,80.71428571428571,928.6285714285716,52.71428571428572,4.835714285714287,130.42857142857142,244.78571428571428,331.7857142857143
9,10,23.838461538461537,6.453846153846154,19.384615384615383,934.3692307692309,138.92307692307693,1.807692307692308,663.7692307692307,103.15384615384616,542.0769230769231
6,4,19.6,13.641666666666667,38.583333333333336,937.9250000000002,122.75,1.7166666666666668,640.3333333333334,72.83333333333333,434.75
9,1,26.741666666666664,15.525,29.75,932.5916666666668,80.83333333333333,3.3083333333333336,620.25,120.33333333333331,537.75
4,24,26.15833333333333,35.875,55.583333333333336,918.5833333333331,71.75,3.208333333333334,681.9166666666666,74.25,504.8333333333333
8,1,20.78333333333333,16.566666666666666,47.0,940.6916666666666,118.41666666666669,2.316666666666667,390.4166666666667,163.16666666666666,403.6666666666667
12,16,25.62142857142857,47.5,74.35714285714286,926.6285714285716,45.85714285714285,3.0,129.78571428571428,200.42857142857144,322.35714285714283
1,21,24.2,26.6,58.42857142857143,918.6785714285714,118.92857142857144,3.707142857142857,555.1428571428571,146.64285714285714,560.5714285714286
8,25,22.54166666666666,15.066666666666665,36.66666666666666,937.2583333333332,112.5,2.333333333333333,570.75,135.75,510.1666666666667
4,28,25.35833333333333,21.258333333333336,46.833333333333336,934.875,82.41666666666667,3.4250000000000007,708.0,67.66666666666667,506.25
4,10,24.725,42.15,72.75,917.6833333333332,72.41666666666667,3.816666666666667,222.83333333333331,253.25,415.0
10,10,31.97692307692309,28.87692307692308,26.307692307692307,928.353846153846,107.46153846153848,2.892307692307692,264.9230769230769,267.38461538461536,482.0
11,19,31.942857142857147,39.19285714285714,39.21428571428572,926.0714285714288,156.14285714285714,2.4714285714285715,313.92857142857144,197.14285714285717,465.7142857142857
3,9,25.04615384615384,27.423076923076923,66.3076923076923,929.7769230769228,121.84615384615384,1.669230769230769,680.2307692307693,103.92307692307692,578.4615384615385
11,8,33.135714285714286,23.77142857142857,24.571428571428573,928.8571428571428,108.57142857142856,2.9714285714285715,485.5,174.64285714285714,547.5714285714286
10,30,31.11428571428572,20.75714285714286,29.5,930.9142857142858,51.92857142857143,4.085714285714285,540.2857142857143,144.5,560.2857142857143
4,18,21.930769230769236,40.75384615384616,87.84615384615384,920.6307692307691,84.07692307692308,2.884615384615384,4.461538461538462,137.76923076923077,138.53846153846155
5,6,22.975,20.85,50.25,934.1916666666666,82.16666666666667,2.95,707.9166666666666,63.16666666666666,488.5
5,26,24.55,20.941666666666663,41.41666666666666,931.4583333333331,112.08333333333331,1.2166666666666666,396.0833333333333,145.25,393.3333333333333
1,17,24.46428571428571,43.46428571428572,79.21428571428571,914.6285714285716,269.07142857142856,1.2428571428571429,55.142857142857146,241.0,280.1428571428572
1,11,25.335714285714285,45.97142857142858,80.35714285714286,912.8714285714286,294.2857142857143,1.4214285714285717,98.57142857142856,284.85714285714283,338.2857142857143
10,3,27.716666666666665,37.55833333333334,45.91666666666666,928.1166666666668,144.58333333333334,1.6333333333333335,0.0,194.25,194.25
11,26,29.86428571428572,34.14285714285714,47.85714285714285,928.4214285714288,101.71428571428572,2.5357142857142856,656.5714285714286,104.14285714285714,582.5
12,26,30.77142857142857,41.65,49.57142857142857,926.8857142857144,111.42857142857144,2.1714285714285717,369.8571428571428,226.64285714285717,512.8571428571429
12,12,32.55714285714286,27.442857142857147,27.428571428571427,927.5142857142856,58.785714285714285,4.635714285714285,534.3571428571429,150.35714285714286,565.0
8,3,24.183333333333326,22.816666666666663,52.083333333333336,935.225,59.0,3.6666666666666665,349.5833333333333,185.5,408.25
6,18,19.066666666666663,15.383333333333333,45.0,940.8833333333332,86.25,2.191666666666667,461.25,113.66666666666669,392.0833333333333
10,3,30.55384615384616,27.423076923076923,30.923076923076923,930.1153846153846,53.84615384615385,5.238461538461538,302.2307692307692,247.15384615384616,492.3076923076923
2,15,25.31538461538461,48.29230769230769,82.53846153846153,928.1769230769232,54.69230769230769,4.015384615384615,144.84615384615384,300.46153846153845,405.7692307692308
5,16,23.5,16.408333333333335,44.91666666666666,920.2833333333334,64.58333333333333,2.5,711.0,58.91666666666666,471.3333333333333
4,22,24.9,34.87500000000001,57.833333333333336,917.7,61.583333333333336,4.233333333333333,594.0833333333334,102.5,498.6666666666667
12,23,29.72142857142857,23.11428571428572,40.21428571428572,930.75,66.21428571428571,2.8714285714285714,759.2142857142857,72.07142857142857,610.8571428571429
7,18,18.14166666666667,11.316666666666668,43.41666666666666,941.2416666666668,70.16666666666667,2.483333333333333,718.9166666666666,49.91666666666666,455.0
4,5,28.615384615384617,17.66923076923077,33.38461538461539,915.8076923076924,50.76923076923077,3.192307692307692,691.8461538461538,77.53846153846153,533.3076923076923
9,30,31.191666666666663,24.283333333333328,27.58333333333333,929.5416666666666,50.91666666666666,5.158333333333334,357.5833333333333,248.08333333333331,535.4166666666666
2,19,24.96153846153846,48.22307692307693,79.76923076923077,928.676923076923,89.61538461538461,1.7076923076923076,112.15384615384616,276.2307692307692,367.2307692307692
2,17,22.638461538461534,49.33846153846154,79.46153846153847,927.7,101.76923076923076,1.4923076923076926,0.0,165.76923076923077,165.76923076923077
7,10,19.925,12.533333333333331,42.333333333333336,938.8666666666668,111.5,2.2166666666666672,654.6666666666666,66.83333333333333,435.1666666666667
12,26,24.235714285714288,45.692857142857136,76.14285714285714,928.4214285714286,146.78571428571428,1.5571428571428572,173.5,278.5,428.4285714285714
6,10,19.15,14.233333333333333,51.333333333333336,937.4666666666666,104.5,1.7666666666666666,632.25,70.25,425.8333333333333
1,25,25.692857142857147,33.67142857142857,69.28571428571429,931.6357142857142,48.642857142857146,3.628571428571429,673.6428571428571,96.71428571428572,585.0
9,4,25.63076923076923,14.592307692307692,37.84615384615385,934.976923076923,59.46153846153846,3.2923076923076926,603.5384615384615,104.3846153846154,508.2307692307692
1,10,28.27142857142857,45.24285714285715,61.142857142857146,927.3214285714284,107.07142857142856,1.9714285714285715,257.85714285714283,286.2857142857143,446.57142857142856
3,1,28.192307692307693,32.35384615384616,62.15384615384615,916.3692307692309,95.0,2.1615384615384623,695.2307692307693,93.6153846153846,595.7692307692307
5,23,22.46666666666667,14.766666666666666,38.16666666666666,922.05,76.41666666666667,4.216666666666666,677.5833333333334,67.75,456.3333333333333
2,15,27.084615384615383,43.79230769230769,66.0,923.6153846153848,257.53846153846155,2.4384615384615382,69.6923076923077,350.46153846153845,404.84615384615387
1,26,22.161538461538463,48.92307692307692,90.3846153846154,929.2,40.84615384615385,3.8307692307692314,0.0,204.23076923076923,204.23076923076923
7,2,22.36666666666667,8.041666666666668,29.25,937.5083333333332,120.58333333333331,1.8166666666666664,665.5,67.5,436.3333333333333
4,1,24.399999999999995,29.761538461538468,59.46153846153846,933.7769230769233,75.23076923076923,2.415384615384616,600.6923076923077,114.07692307692308,511.2307692307692
3,5,25.32307692307692,26.430769230769236,62.0,928.6692307692308,195.23076923076923,1.446153846153846,606.8461538461538,121.84615384615384,576.3076923076923
12,25,28.007142857142863,41.81428571428571,53.5,929.7142857142856,111.71428571428572,1.785714285714286,203.64285714285717,184.14285714285717,362.7857142857143
6,16,20.53333333333333,12.616666666666667,46.333333333333336,936.025,82.83333333333333,3.016666666666666,642.5,65.16666666666667,427.3333333333333
4,12,25.716666666666665,37.45,58.16666666666666,932.7583333333332,87.91666666666667,1.866666666666667,390.25,150.0,466.75
8,13,24.225,8.275,20.75,934.6416666666664,126.91666666666669,1.8,649.0833333333334,94.83333333333331,506.3333333333333
12,31,30.935714285714287,39.24285714285715,47.21428571428572,926.6000000000004,139.28571428571428,1.9214285714285717,608.0714285714286,134.28571428571428,570.0
12,15,29.10714285714286,37.207142857142856,51.142857142857146,930.1,109.85714285714286,2.378571428571429,625.0714285714286,113.35714285714286,579.3571428571429
11,9,33.278571428571425,33.43571428571428,27.428571428571427,928.8214285714284,73.28571428571429,4.264285714285714,374.9285714285714,211.3571428571429,507.2142857142857
5,31,20.95833333333333,14.133333333333333,38.91666666666666,920.4749999999998,93.83333333333331,2.9000000000000004,658.9166666666666,71.08333333333333,441.0833333333333
10,24,30.25714285714286,17.95,25.071428571428573,930.6785714285714,84.64285714285714,2.878571428571429,618.2142857142857,109.71428571428572,571.2142857142857
3,5,20.07692307692308,43.76153846153846,87.38461538461539,934.1923076923076,169.0,1.053846153846154,1.3846153846153846,137.76923076923077,137.84615384615384
10,6,29.31428571428572,20.77857142857143,28.214285714285715,931.407142857143,59.42857142857143,3.378571428571429,553.8571428571429,124.57142857142856,528.5
1,2,28.357142857142858,45.12857142857143,64.07142857142857,928.1214285714284,99.14285714285714,1.964285714285714,547.5714285714286,145.5,557.6428571428571
2,3,26.17692307692308,41.53846153846154,67.53846153846153,931.9153846153844,83.6923076923077,2.5461538461538464,509.46153846153845,177.53846153846155,572.4615384615385
3,11,27.39230769230769,34.0076923076923,59.0,916.4307692307692,62.15384615384615,3.792307692307692,530.7692307692307,153.92307692307693,544.6923076923077
4,19,25.63333333333333,29.90833333333333,56.25,936.2083333333334,85.83333333333333,2.2583333333333333,435.4166666666667,161.33333333333334,465.9166666666667
1,11,25.784615384615385,48.03076923076922,75.92307692307692,926.269230769231,113.84615384615384,1.9307692307692303,10.0,230.6153846153846,240.23076923076923
12,17,25.478571428571428,46.57142857142857,65.92857142857143,930.8214285714286,82.0,3.3357142857142863,111.71428571428572,244.42857142857144,335.35714285714283
12,4,32.75,27.921428571428574,29.357142857142858,928.142857142857,53.85714285714285,4.842857142857143,603.0,128.85714285714286,575.2142857142857
5,7,22.933333333333337,19.8,46.333333333333336,935.9833333333336,50.25,3.2583333333333333,717.5,60.583333333333336,488.8333333333333
6,3,21.60833333333333,11.275,21.0,936.2,191.41666666666663,3.0583333333333336,657.75,69.41666666666667,441.5833333333333
8,2,21.891666666666666,16.033333333333335,41.0,938.7,116.16666666666669,1.9666666666666668,622.6666666666666,85.75,463.0833333333333
12,31,25.02857142857143,37.557142857142864,73.85714285714286,917.5428571428572,46.71428571428572,3.25,73.14285714285714,312.07142857142856,374.2142857142857
11,10,30.90714285714285,38.86428571428571,41.21428571428572,928.3357142857144,59.57142857142857,4.264285714285714,121.78571428571428,238.3571428571429,358.07142857142856
5,10,22.808333333333337,17.908333333333335,51.0,937.6,75.0,2.9000000000000004,563.4166666666666,98.91666666666669,458.0833333333333
10,2,31.47692307692307,21.96153846153846,28.307692307692307,928.5769230769232,55.46153846153846,4.661538461538461,411.7692307692308,205.0,523.6153846153846
9,26,31.64166666666667,18.241666666666667,21.58333333333333,926.15,76.25,2.825,515.4166666666666,187.5,577.0833333333334
7,7,19.308333333333334,13.883333333333333,43.25,938.8666666666668,115.66666666666669,2.1750000000000003,618.0,75.58333333333333,426.6666666666667
2,4,26.34615384615385,40.38461538461539,66.07692307692308,931.0,84.38461538461539,2.515384615384616,379.2307692307692,202.6153846153846,541.2307692307693
11,22,30.41428571428572,38.7,42.71428571428572,929.092857142857,93.28571428571428,3.0285714285714285,168.42857142857142,238.2142857142857,381.07142857142856
11,8,33.32857142857143,22.935714285714287,21.214285714285715,925.7,60.07142857142857,3.664285714285714,443.7142857142857,191.07142857142856,542.1428571428571
9,13,29.191666666666663,6.991666666666666,11.75,931.8166666666668,129.58333333333334,2.0,453.8333333333333,210.08333333333331,547.9166666666666
4,17,24.63076923076923,39.37692307692308,76.0,918.107692307692,70.23076923076923,2.4538461538461536,469.84615384615387,126.84615384615384,451.5384615384616
10,23,33.364285714285714,29.17142857142857,29.214285714285715,925.9214285714286,49.5,5.200000000000001,421.2857142857143,187.78571428571428,517.3571428571429
1,12,26.12307692307692,46.51538461538462,73.3076923076923,927.6923076923078,90.3846153846154,1.907692307692308,397.1538461538461,148.07692307692307,485.7692307692308
12,24,28.464285714285715,41.614285714285714,61.42857142857143,927.0857142857142,123.0,1.292857142857143,386.6428571428572,212.92857142857144,482.2142857142857
12,1,27.914285714285715,46.00714285714286,59.71428571428572,927.1,114.85714285714286,1.3000000000000005,200.7142857142857,163.85714285714286,341.35714285714283
11,10,33.614285714285714,30.542857142857144,25.785714285714285,928.1357142857142,85.57142857142857,3.792857142857144,0.0,133.28571428571428,133.28571428571428
9,17,31.316666666666663,24.741666666666664,24.666666666666668,929.975,59.583333333333336,3.9416666666666655,261.25,259.5833333333333,475.9166666666667
8,5,26.375,22.075000000000003,38.91666666666666,935.35,115.91666666666669,2.275,511.9166666666667,125.16666666666669,447.6666666666667
7,5,19.1,10.891666666666667,45.25,938.1416666666668,81.5,1.675,665.3333333333334,65.5,434.3333333333333
5,19,21.441666666666663,14.1,46.083333333333336,938.2999999999998,111.91666666666669,2.058333333333333,697.8333333333334,59.66666666666666,464.0833333333333
9,8,27.85,17.025000000000002,28.416666666666668,933.0,54.91666666666666,4.833333333333333,416.9166666666667,206.0,511.0833333333333
9,9,24.200000000000003,11.958333333333334,29.25,937.4333333333334,69.33333333333333,2.55,655.9166666666666,126.66666666666669,565.4166666666666
10,20,26.142857142857142,31.79285714285714,49.42857142857143,933.9285714285714,66.0,4.314285714285715,170.14285714285714,288.7857142857143,402.1428571428572
6,19,20.391666666666666,17.166666666666664,41.5,940.7000000000004,113.08333333333331,1.8166666666666669,354.75,133.58333333333334,366.8333333333333
8,24,26.28333333333333,23.025,43.083333333333336,931.8583333333332,53.833333333333336,4.4,553.5833333333334,129.41666666666666,498.3333333333333
1,20,27.107142857142858,41.1,67.71428571428571,927.0642857142856,163.71428571428572,1.9785714285714284,142.14285714285714,305.35714285714283,399.6428571428572
12,7,25.36428571428571,48.57142857142857,74.85714285714286,931.2,61.92857142857143,2.185714285714285,120.28571428571428,244.28571428571428,359.2142857142857
12,30,29.057142857142853,42.07857142857143,54.85714285714285,927.2642857142856,44.785714285714285,3.171428571428572,483.8571428571428,178.5,541.2857142857143
2,18,26.03076923076923,43.26153846153846,75.07692307692308,930.4384615384618,50.61538461538461,2.923076923076923,406.84615384615387,210.23076923076923,514.5384615384615
1,31,24.86428571428571,35.72142857142857,72.92857142857143,916.4357142857144,54.21428571428572,2.592857142857143,421.9285714285714,190.28571428571428,524.7142857142857
4,20,23.28333333333333,38.04166666666666,71.83333333333333,920.1083333333336,64.83333333333333,4.133333333333334,350.0833333333333,169.41666666666666,405.1666666666667
