,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2018-12-31,12,2018-12-31,25.02857142857143,37.557142857142864,73.85714285714286,917.5428571428573,46.714285714285715,3.25,73.14285714285714,312.07142857142856,374.2142857142857
2019-01-01,1,2019-01-01,26.142857142857146,34.74285714285715,65.0,917.7928571428573,55.142857142857146,3.507142857142857,635.7142857142857,116.28571428571429,580.7857142857143
2019-01-02,1,2019-01-02,27.14285714285714,37.34285714285715,62.857142857142854,916.5857142857143,45.714285714285715,1.8785714285714286,495.07142857142856,191.64285714285714,538.2857142857143
2019-01-03,1,2019-01-03,26.435714285714287,42.228571428571435,66.35714285714286,915.5928571428569,158.42857142857142,1.5142857142857142,93.71428571428571,285.2857142857143,331.7142857142857
2019-01-04,1,2019-01-04,23.814285714285713,44.45,83.57142857142857,916.2500000000001,136.78571428571428,0.9714285714285714,67.57142857142857,306.14285714285717,337.35714285714283
2019-01-05,1,2019-01-05,24.58571428571429,47.82142857142857,77.71428571428571,915.6071428571428,288.14285714285717,1.7642857142857142,50.5,221.71428571428572,266.42857142857144
2019-01-06,1,2019-01-06,25.13571428571429,40.371428571428574,76.71428571428571,914.3928571428572,267.2857142857143,1.0000000000000002,102.64285714285714,291.2142857142857,387.7857142857143
2019-01-07,1,2019-01-07,25.614285714285717,38.93571428571429,77.35714285714286,913.3785714285715,132.28571428571428,1.0642857142857143,390.92857142857144,185.28571428571428,517.4285714285714
2019-01-08,1,2019-01-08,25.82857142857143,41.19285714285714,72.28571428571429,912.85,260.92857142857144,1.9142857142857141,81.64285714285714,206.21428571428572,264.5
2019-01-09,1,2019-01-09,25.928571428571427,45.128571428571426,75.64285714285714,913.3642857142856,323.92857142857144,1.6928571428571426,178.57142857142858,245.14285714285714,403.7142857142857
2019-01-10,1,2019-01-10,25.107142857142858,46.964285714285715,82.42857142857143,913.2071428571428,245.0,1.9785714285714284,287.7857142857143,269.14285714285717,456.07142857142856
2019-01-11,1,2019-01-11,25.335714285714285,45.97142857142858,80.35714285714286,912.8714285714286,294.2857142857143,1.4214285714285715,98.57142857142857,284.85714285714283,338.2857142857143
2019-01-12,1,2019-01-12,25.235714285714284,41.857142857142854,78.92857142857143,912.4357142857142,200.07142857142858,1.5357142857142858,248.57142857142858,253.0,414.07142857142856
2019-01-13,1,2019-01-13,25.85,41.23571428571428,76.42857142857143,912.5857142857142,49.785714285714285,2.414285714285714,481.85714285714283,180.64285714285714,540.3571428571429
2019-01-14,1,2019-01-14,25.95714285714286,40.971428571428575,70.42857142857143,914.1500000000002,20.071428571428573,2.621428571428571,495.92857142857144,175.92857142857142,544.4285714285714
2019-01-15,1,2019-01-15,24.78571428571428,43.26428571428572,77.14285714285714,914.7357142857144,260.7857142857143,2.4642857142857144,296.64285714285717,265.64285714285717,474.57142857142856
2019-01-16,1,2019-01-16,24.63571428571428,43.91428571428571,80.14285714285714,915.3285714285712,292.2857142857143,1.2785714285714287,210.85714285714286,256.7857142857143,396.14285714285717
2019-01-17,1,2019-01-17,24.46428571428571,43.464285714285715,79.21428571428571,914.6285714285715,269.07142857142856,1.2428571428571427,55.142857142857146,241.0,280.14285714285717
2019-01-18,1,2019-01-18,25.299999999999994,37.14285714285715,77.14285714285714,913.5357142857144,323.2142857142857,1.135714285714286,605.7142857142857,126.5,572.6428571428571
2019-01-19,1,2019-01-19,27.078571428571426,37.17857142857143,67.14285714285714,913.6785714285714,250.57142857142858,1.992857142857143,541.8571428571429,149.07142857142858,561.7857142857143
2019-01-20,1,2019-01-20,23.407142857142862,44.20714285714286,87.5,917.1642857142858,126.07142857142857,2.985714285714286,47.142857142857146,272.5,317.5
2019-01-21,1,2019-01-21,24.2,26.6,58.42857142857143,918.6785714285714,118.92857142857143,3.707142857142857,555.1428571428571,146.64285714285714,560.5714285714286
2019-01-22,1,2019-01-22,24.928571428571427,18.400000000000002,54.142857142857146,916.3857142857142,139.35714285714286,2.5642857142857145,503.92857142857144,176.85714285714286,549.2857142857143
2019-01-23,1,2019-01-23,26.314285714285717,35.964285714285715,58.5,914.8000000000001,196.0,1.142857142857143,379.57142857142856,220.57142857142858,502.5
2019-01-24,1,2019-01-24,28.628571428571433,28.014285714285712,55.142857142857146,913.907142857143,121.14285714285714,1.292857142857143,710.7142857142857,85.78571428571429,596.2857142857143
2019-01-25,1,2019-01-25,28.349999999999994,32.85,56.142857142857146,915.5642857142857,62.5,0.8214285714285714,621.9285714285714,120.14285714285714,576.5714285714286
2019-01-26,1,2019-01-26,29.123076923076926,33.292307692307695,54.69230769230769,916.1153846153845,66.6923076923077,2.746153846153846,681.5384615384615,116.23076923076923,623.8461538461538
2019-01-27,1,2019-01-27,25.578571428571433,36.92857142857143,71.35714285714286,916.8285714285713,83.28571428571429,3.4214285714285713,408.85714285714283,190.5,527.7142857142857
2019-01-28,1,2019-01-28,25.799999999999997,36.9923076923077,60.23076923076923,917.3230769230769,75.84615384615384,4.238461538461538,271.15384615384613,300.84615384615387,479.9230769230769
2019-01-29,1,2019-01-29,23.44615384615385,37.90769230769231,74.61538461538461,918.2692307692306,70.15384615384616,3.7307692307692304,281.46153846153845,224.53846153846155,403.7692307692308
2019-01-30,1,2019-01-30,25.284615384615385,36.44615384615385,65.92307692307692,916.9461538461538,79.0,3.230769230769231,614.4615384615385,134.15384615384616,606.9230769230769
2019-01-31,1,2019-01-31,24.86428571428571,35.72142857142857,72.92857142857143,916.4357142857143,54.214285714285715,2.592857142857143,421.92857142857144,190.28571428571428,524.7142857142857
2019-02-01,2,2019-02-01,27.62857142857143,28.921428571428574,58.285714285714285,916.7142857142854,86.5,2.3285714285714287,646.7142857142857,107.71428571428571,580.5
2019-02-02,2,2019-02-02,25.228571428571428,34.01428571428572,73.07142857142857,916.8928571428572,82.57142857142857,2.878571428571429,507.42857142857144,170.64285714285714,546.0714285714286
2019-02-03,2,2019-02-03,23.75384615384615,35.42307692307692,78.23076923076923,916.1923076923075,73.61538461538461,2.0000000000000004,530.8461538461538,198.69230769230768,573.6923076923077
2019-02-04,2,2019-02-04,25.264285714285712,36.11428571428571,72.92857142857143,915.1571428571427,59.0,2.407142857142857,632.2857142857143,110.28571428571429,570.9285714285714
2019-02-05,2,2019-02-05,24.83076923076923,37.16923076923077,77.0,915.8076923076922,94.46153846153847,2.3,310.15384615384613,259.46153846153845,511.53846153846155
2019-02-06,2,2019-02-06,23.707692307692305,42.66153846153846,82.07692307692308,915.8692307692309,68.38461538461539,2.930769230769231,32.61538461538461,182.07692307692307,192.3846153846154
2019-02-07,2,2019-02-07,23.853846153846156,43.99230769230769,81.84615384615384,915.8846153846154,73.46153846153847,3.0615384615384618,308.2307692307692,262.61538461538464,499.61538461538464
2019-02-08,2,2019-02-08,23.200000000000003,46.07692307692308,86.61538461538461,916.4000000000001,72.84615384615384,3.4923076923076923,78.15384615384616,326.53846153846155,383.9230769230769
2019-02-09,2,2019-02-09,24.415384615384617,41.861538461538466,78.0,915.1538461538462,53.69230769230769,3.884615384615384,377.61538461538464,227.6153846153846,512.1538461538462
2019-02-10,2,2019-02-10,26.761538461538468,33.907692307692315,59.07692307692308,915.2923076923073,56.76923076923077,3.8000000000000003,611.6923076923077,139.15384615384616,594.8461538461538
2019-02-11,2,2019-02-11,27.215384615384615,34.76923076923077,64.61538461538461,914.2923076923078,52.53846153846154,1.8538461538461537,345.3076923076923,243.84615384615384,487.7692307692308
2019-02-12,2,2019-02-12,27.699999999999996,42.16923076923077,66.3076923076923,912.6538461538463,294.7692307692308,1.5461538461538462,287.15384615384613,179.0,384.2307692307692
2019-02-13,2,2019-02-13,25.25384615384615,47.88461538461539,79.15384615384616,914.5230769230768,129.30769230769232,2.115384615384616,351.84615384615387,234.07692307692307,503.7692307692308
2019-02-14,2,2019-02-14,24.846153846153847,46.87692307692308,78.53846153846153,916.0076923076923,217.92307692307693,2.6846153846153844,15.461538461538462,305.6923076923077,316.6923076923077
2019-02-15,2,2019-02-15,24.415384615384617,47.838461538461544,78.61538461538461,915.9076923076925,266.38461538461536,3.023076923076923,34.92307692307692,327.3076923076923,351.0769230769231
2019-02-16,2,2019-02-16,27.0,40.79230769230769,66.38461538461539,914.2923076923075,296.3076923076923,2.9692307692307693,110.92307692307692,289.9230769230769,395.53846153846155
2019-02-17,2,2019-02-17,26.346153846153843,42.93076923076923,70.07692307692308,913.8846153846154,229.69230769230768,2.215384615384615,14.153846153846153,274.46153846153845,283.7692307692308
2019-02-18,2,2019-02-18,24.800000000000004,33.738461538461536,67.15384615384616,915.523076923077,118.23076923076923,3.3307692307692305,490.9230769230769,173.84615384615384,550.8461538461538
2019-02-19,2,2019-02-19,24.61538461538462,20.76923076923077,53.46153846153846,916.1307692307693,112.6923076923077,3.407692307692308,718.4615384615385,108.84615384615384,612.8461538461538
2019-02-20,2,2019-02-20,26.153846153846153,22.423076923076923,50.53846153846154,916.9307692307694,99.46153846153847,2.638461538461539,389.15384615384613,266.0,488.46153846153845
2019-02-21,2,2019-02-21,27.28461538461539,27.284615384615385,54.84615384615385,917.6846153846155,100.46153846153847,2.276923076923077,722.7692307692307,97.15384615384616,609.6153846153846
2019-02-22,2,2019-02-22,24.800000000000004,29.45384615384615,69.3076923076923,918.3153846153848,85.53846153846153,3.3846153846153846,587.9230769230769,146.84615384615384,575.5384615384615
2019-02-23,2,2019-02-23,26.73846153846154,24.06153846153846,55.23076923076923,916.6692307692308,67.0,1.784615384615385,599.4615384615385,135.92307692307693,589.8461538461538
2019-02-24,2,2019-02-24,28.6,27.684615384615384,47.61538461538461,914.9230769230768,160.53846153846155,1.9076923076923078,732.3846153846154,85.53846153846153,611.0769230769231
2019-02-25,2,2019-02-25,29.784615384615385,30.200000000000006,44.61538461538461,914.5538461538459,139.46153846153845,1.6615384615384614,700.8461538461538,95.84615384615384,603.6153846153846
2019-02-26,2,2019-02-26,28.576923076923077,34.807692307692314,51.84615384615385,915.0076923076923,64.46153846153847,2.161538461538462,507.46153846153845,166.76923076923077,559.8461538461538
2019-02-27,2,2019-02-27,31.04615384615385,30.646153846153847,43.69230769230769,914.7230769230767,109.46153846153847,1.8384615384615386,679.7692307692307,100.07692307692308,599.0769230769231
2019-02-28,2,2019-02-28,31.5,28.661538461538466,36.84615384615385,914.3846153846152,127.46153846153847,3.107692307692307,705.1538461538462,92.15384615384616,602.0769230769231
2019-03-01,3,2019-03-01,28.192307692307693,32.353846153846156,62.15384615384615,916.3692307692307,95.0,2.1615384615384623,695.2307692307693,93.61538461538461,595.7692307692307
2019-03-02,3,2019-03-02,30.084615384615383,29.34615384615385,45.30769230769231,916.0461538461537,63.53846153846154,3.323076923076923,588.0,134.07692307692307,578.0769230769231
2019-03-03,3,2019-03-03,30.89230769230769,27.123076923076926,37.84615384615385,914.5307692307692,152.07692307692307,1.7846153846153843,660.4615384615385,106.3076923076923,592.2307692307693
2019-03-04,3,2019-03-04,31.299999999999997,28.446153846153848,36.30769230769231,913.2,131.6153846153846,2.0461538461538464,590.6153846153846,137.23076923076923,577.6923076923077
2019-03-05,3,2019-03-05,31.00769230769231,31.199999999999996,39.53846153846154,914.1076923076924,95.3076923076923,3.1692307692307695,646.9230769230769,109.38461538461539,583.5384615384615
2019-03-06,3,2019-03-06,29.299999999999997,33.607692307692304,44.53846153846154,917.1846153846155,110.92307692307692,2.8999999999999995,542.6923076923077,160.69230769230768,553.0769230769231
