,MonthPE,Date,Daily_Temp,Daily_Precip,Daily_Humidity,Daily_Pressure,Daily_WindDir,Daily_WindSpeed,Daily_DNI,Daily_DHI,Daily_radiation
2019-03-07,3,2019-03-07,28.984615384615385,28.16153846153846,39.30769230769231,914.3,123.92307692307692,3.2461538461538457,657.6153846153846,118.46153846153847,572.0769230769231
2019-03-08,3,2019-03-08,29.446153846153848,26.653846153846153,42.69230769230769,913.3769230769232,86.46153846153847,2.2615384615384615,604.9230769230769,119.23076923076923,569.4615384615385
2019-03-09,3,2019-03-09,29.353846153846156,28.77692307692308,42.69230769230769,914.8230769230769,82.84615384615384,1.6076923076923075,259.38461538461536,257.7692307692308,476.61538461538464
2019-03-10,3,2019-03-10,30.292307692307684,24.57692307692308,41.38461538461539,915.1384615384616,79.07692307692308,2.384615384615385,636.6923076923077,106.61538461538461,576.0
2019-03-11,3,2019-03-11,27.39230769230769,34.0076923076923,59.0,916.4307692307692,62.15384615384615,3.792307692307692,530.7692307692307,153.92307692307693,544.6923076923077
2019-03-12,3,2019-03-12,26.169230769230772,34.43846153846154,61.53846153846154,916.7538461538462,68.15384615384616,3.823076923076923,564.9230769230769,131.84615384615384,547.6923076923077
2019-03-13,3,2019-03-13,28.738461538461536,26.761538461538464,46.07692307692308,916.6923076923077,82.92307692307692,3.0461538461538464,720.5384615384615,79.53846153846153,579.5384615384615
2019-03-14,3,2019-03-14,30.11538461538462,24.66923076923077,36.07692307692308,915.4307692307691,140.15384615384616,2.723076923076923,709.2307692307693,81.0,577.7692307692307
2019-03-15,3,2019-03-15,28.138461538461538,32.43846153846154,46.61538461538461,915.7384615384618,135.3846153846154,3.7230769230769236,664.5384615384615,91.84615384615384,563.4615384615385
2019-03-16,3,2019-03-16,26.100000000000005,39.16923076923077,58.61538461538461,915.9846153846155,144.23076923076923,3.3076923076923075,347.84615384615387,237.07692307692307,465.7692307692308
2019-03-17,3,2019-03-17,28.83846153846154,30.90769230769231,44.07692307692308,914.7,197.84615384615384,3.1076923076923078,650.7692307692307,113.0,547.0
2019-03-18,3,2019-03-18,29.96923076923077,27.861538461538462,42.69230769230769,914.3615384615384,153.6153846153846,2.4538461538461536,677.6153846153846,95.23076923076923,560.7692307692307
2019-03-19,3,2019-03-19,31.66153846153846,29.807692307692314,35.23076923076923,913.3769230769228,140.07692307692307,2.56923076923077,619.2307692307693,113.3076923076923,551.0
2019-03-20,3,2019-03-20,31.22307692307692,23.346153846153847,32.76923076923077,913.1461538461538,141.07692307692307,3.2076923076923074,692.8461538461538,87.23076923076923,565.0
2019-03-21,3,2019-03-21,31.815384615384612,21.58461538461539,29.0,913.7,127.76923076923077,3.2384615384615385,657.8461538461538,101.61538461538461,560.3846153846154
2019-03-22,3,2019-03-22,30.861538461538462,21.03846153846154,32.07692307692308,915.2230769230766,113.53846153846153,4.138461538461539,668.9230769230769,100.46153846153847,559.1538461538462
2019-03-23,3,2019-03-23,29.06153846153846,26.03076923076923,41.76923076923077,916.946153846154,93.61538461538461,4.638461538461539,424.7692307692308,185.0,494.15384615384613
2019-03-24,3,2019-03-24,26.715384615384615,32.215384615384615,55.46153846153846,917.0076923076923,82.46153846153847,3.2153846153846155,480.61538461538464,154.15384615384616,503.9230769230769
2019-03-25,3,2019-03-25,28.26923076923077,28.769230769230766,50.30769230769231,915.5923076923077,73.23076923076923,2.4,608.1538461538462,118.07692307692308,530.3846153846154
2019-03-26,3,2019-03-26,30.72307692307692,27.59230769230769,40.84615384615385,915.5923076923077,69.3076923076923,2.823076923076923,662.1538461538462,92.92307692307692,542.5384615384615
2019-03-27,3,2019-03-27,27.22307692307692,35.00769230769231,63.30769230769231,920.1461538461538,84.07692307692308,4.492307692307692,594.6153846153846,112.53846153846153,526.3076923076923
2019-03-28,3,2019-03-28,25.323076923076922,36.95384615384616,73.3076923076923,919.9000000000001,86.38461538461539,3.330769230769231,578.6923076923077,110.38461538461539,520.9230769230769
2019-03-29,3,2019-03-29,28.384615384615383,25.815384615384616,49.0,917.4923076923076,71.3076923076923,2.6538461538461537,656.7692307692307,92.92307692307692,537.0
2019-03-30,3,2019-03-30,27.823076923076922,20.161538461538463,40.69230769230769,917.5153846153845,80.38461538461539,3.8230769230769233,668.3076923076923,89.61538461538461,542.1538461538462
2019-03-31,3,2019-03-31,27.63076923076923,21.500000000000004,41.69230769230769,917.0076923076922,69.76923076923077,3.5461538461538464,651.0,95.76923076923077,535.9230769230769
2019-04-01,4,2019-04-01,28.42307692307692,19.638461538461538,37.61538461538461,916.2692307692307,63.61538461538461,2.746153846153847,685.9230769230769,82.3076923076923,541.0
2019-04-02,4,2019-04-02,29.26923076923077,22.6,35.46153846153846,916.676923076923,79.84615384615384,2.853846153846154,661.8461538461538,89.76923076923077,531.1538461538462
2019-04-03,4,2019-04-03,27.576923076923073,25.000000000000004,43.07692307692308,918.0384615384614,85.07692307692308,3.9461538461538455,562.7692307692307,111.6923076923077,511.0
2019-04-04,4,2019-04-04,27.73076923076923,23.03846153846154,41.69230769230769,916.2769230769229,57.07692307692308,3.807692307692307,675.6923076923077,79.92307692307692,526.8461538461538
2019-04-05,4,2019-04-05,28.615384615384617,17.66923076923077,33.38461538461539,915.8076923076925,50.76923076923077,3.1923076923076916,691.8461538461538,77.53846153846153,533.3076923076923
2019-04-06,4,2019-04-06,29.33846153846154,23.65384615384615,37.92307692307692,916.4153846153846,61.53846153846154,3.0846153846153848,431.15384615384613,122.61538461538461,430.61538461538464
2019-04-07,4,2019-04-07,28.433333333333334,34.23333333333333,47.916666666666664,917.7416666666667,59.666666666666664,4.766666666666667,423.0,194.25,496.25
2019-04-08,4,2019-04-08,28.208333333333332,40.10833333333333,52.75,918.0583333333334,62.5,3.5083333333333324,231.33333333333334,252.58333333333334,431.8333333333333
2019-04-09,4,2019-04-09,27.625000000000004,39.25833333333333,51.5,916.9999999999999,83.83333333333333,2.1916666666666664,161.16666666666666,259.25,391.5833333333333
2019-04-10,4,2019-04-10,24.724999999999998,42.15,72.75,917.6833333333333,72.41666666666667,3.816666666666667,222.83333333333334,253.25,415.0
2019-04-11,4,2019-04-11,22.61666666666667,41.36666666666667,72.5,918.7583333333332,112.75,3.108333333333333,0.0,152.91666666666666,152.91666666666666
2019-04-12,4,2019-04-12,22.2,42.48333333333334,74.66666666666667,918.4583333333334,118.66666666666667,1.9166666666666667,26.333333333333332,235.83333333333334,247.5
2019-04-13,4,2019-04-13,22.492307692307694,35.83846153846154,82.3076923076923,916.9153846153846,68.23076923076923,1.7153846153846155,245.6153846153846,216.07692307692307,380.0769230769231
2019-04-14,4,2019-04-14,23.592307692307692,38.69230769230769,74.3076923076923,916.646153846154,50.61538461538461,2.06923076923077,319.3076923076923,183.0,425.9230769230769
2019-04-15,4,2019-04-15,26.03333333333333,38.108333333333334,53.916666666666664,917.0999999999999,73.5,1.7750000000000004,542.3333333333334,133.08333333333334,501.1666666666667
2019-04-16,4,2019-04-16,25.275000000000002,40.15,72.91666666666667,917.2166666666667,126.66666666666667,1.2916666666666667,216.66666666666666,260.3333333333333,384.75
2019-04-17,4,2019-04-17,24.63076923076923,39.37692307692308,76.0,918.1076923076921,70.23076923076923,2.4538461538461536,469.84615384615387,126.84615384615384,451.53846153846155
2019-04-18,4,2019-04-18,21.930769230769233,40.75384615384616,87.84615384615384,920.6307692307691,84.07692307692308,2.884615384615384,4.461538461538462,137.76923076923077,138.53846153846155
2019-04-19,4,2019-04-19,23.20833333333333,40.55,76.91666666666667,920.6083333333331,72.75,3.6,442.75,182.08333333333334,459.5
2019-04-20,4,2019-04-20,23.283333333333335,38.041666666666664,71.83333333333333,920.1083333333335,64.83333333333333,4.133333333333334,350.0833333333333,169.41666666666666,405.1666666666667
2019-04-21,4,2019-04-21,24.675,35.175000000000004,59.583333333333336,917.8916666666668,65.08333333333333,3.0749999999999997,677.0,76.75,512.6666666666666
2019-04-22,4,2019-04-22,24.900000000000002,34.87500000000001,57.833333333333336,917.6999999999999,61.583333333333336,4.233333333333333,594.0833333333334,102.5,498.6666666666667
2019-04-23,4,2019-04-23,25.633333333333336,34.93333333333333,55.166666666666664,918.2416666666668,59.583333333333336,4.041666666666667,632.75,91.08333333333333,501.75
2019-04-24,4,2019-04-24,26.158333333333335,35.875,55.583333333333336,918.5833333333331,71.75,3.208333333333334,681.9166666666666,74.25,504.8333333333333
2019-04-25,4,2019-04-25,26.758333333333336,34.62499999999999,54.166666666666664,917.7583333333332,82.33333333333333,2.191666666666667,686.4166666666666,72.66666666666667,503.5
2019-04-26,4,2019-04-26,27.816666666666666,31.224999999999998,49.75,916.6749999999998,92.08333333333333,1.7333333333333334,700.5833333333334,68.75,504.5833333333333
2019-04-27,4,2019-04-27,28.2,23.75833333333334,41.166666666666664,917.3166666666667,98.08333333333333,2.858333333333334,708.25,68.66666666666667,509.5
2019-04-28,4,2019-04-28,27.0,23.700000000000003,44.833333333333336,919.6416666666668,86.41666666666667,4.45,697.1666666666666,72.25,505.25
2019-04-29,4,2019-04-29,25.25,23.058333333333334,44.666666666666664,922.0333333333332,91.58333333333333,4.075,554.8333333333334,111.91666666666667,478.1666666666667
2019-04-30,4,2019-04-30,24.75,20.700000000000003,47.583333333333336,921.0833333333334,69.91666666666667,3.016666666666667,677.4166666666666,71.83333333333333,500.5
2019-05-01,5,2019-05-01,25.2,19.575000000000003,41.583333333333336,919.9166666666666,71.0,2.408333333333333,704.4166666666666,68.75,500.6666666666667
2019-05-02,5,2019-05-02,25.899999999999995,18.016666666666666,39.75,920.2416666666669,69.83333333333333,2.816666666666667,710.3333333333334,67.0,501.4166666666667
2019-05-03,5,2019-05-03,25.608333333333334,19.874999999999996,41.833333333333336,919.5833333333334,63.583333333333336,3.458333333333334,657.5,90.5,483.5
2019-05-04,5,2019-05-04,26.025000000000002,19.225,40.583333333333336,919.3083333333334,61.083333333333336,3.275,493.1666666666667,122.58333333333333,452.0
2019-05-05,5,2019-05-05,26.391666666666666,23.88333333333333,43.083333333333336,920.35,67.91666666666667,3.6999999999999997,601.5833333333334,86.25,474.6666666666667
2019-05-06,5,2019-05-06,26.33333333333333,28.09166666666667,51.833333333333336,921.4833333333332,67.16666666666667,4.208333333333333,695.0,62.916666666666664,481.3333333333333
2019-05-07,5,2019-05-07,25.90833333333333,20.316666666666666,45.5,922.0999999999999,71.66666666666667,4.050000000000001,713.75,62.0,487.8333333333333
2019-05-08,5,2019-05-08,25.099999999999998,19.083333333333336,44.333333333333336,921.4000000000002,75.66666666666667,3.316666666666667,696.5833333333334,66.33333333333333,485.5833333333333
2019-05-09,5,2019-05-09,25.175,17.241666666666667,38.083333333333336,919.4333333333335,70.66666666666667,3.3750000000000004,705.8333333333334,63.75,485.5833333333333
2019-05-10,5,2019-05-10,25.116666666666664,16.491666666666667,35.0,919.8833333333336,86.58333333333333,3.8666666666666667,724.3333333333334,57.166666666666664,485.5
2019-05-11,5,2019-05-11,24.333333333333332,18.75833333333333,43.416666666666664,921.9583333333335,80.08333333333333,3.858333333333333,691.0833333333334,65.0,477.6666666666667
2019-05-12,5,2019-05-12,23.900000000000002,20.941666666666666,47.833333333333336,921.6,80.0,3.4833333333333325,552.3333333333334,114.58333333333333,449.5833333333333
2019-05-13,5,2019-05-13,23.808333333333334,20.275000000000002,43.5,920.275,92.83333333333333,2.891666666666667,653.8333333333334,77.08333333333333,466.4166666666667
2019-05-14,5,2019-05-14,23.441666666666666,17.283333333333335,42.083333333333336,920.2416666666667,90.0,3.0833333333333326,657.75,70.25,469.6666666666667
2019-05-15,5,2019-05-15,22.88333333333333,17.033333333333335,45.583333333333336,920.6833333333333,75.33333333333333,3.2499999999999996,696.5,64.16666666666667,469.6666666666667
2019-05-16,5,2019-05-16,23.5,16.408333333333335,44.916666666666664,920.2833333333334,64.58333333333333,2.4999999999999996,711.0,58.916666666666664,471.3333333333333
2019-05-17,5,2019-05-17,24.341666666666665,21.15833333333333,43.916666666666664,919.1333333333333,47.666666666666664,2.808333333333333,689.4166666666666,61.083333333333336,462.25
2019-05-18,5,2019-05-18,24.725000000000005,24.23333333333333,43.5,918.8333333333334,76.08333333333333,2.891666666666666,527.5833333333334,111.16666666666667,433.5
2019-05-19,5,2019-05-19,24.549999999999997,24.00833333333333,49.25,920.1083333333332,95.83333333333333,3.1333333333333333,628.8333333333334,77.25,448.75
2019-05-20,5,2019-05-20,24.38333333333333,19.158333333333335,40.5,919.65,105.0,1.941666666666667,660.5,71.0,454.75
2019-05-21,5,2019-05-21,24.708333333333332,15.141666666666666,35.916666666666664,919.6666666666666,85.16666666666667,1.675,667.8333333333334,73.16666666666667,458.3333333333333
2019-05-22,5,2019-05-22,24.391666666666666,16.825,36.333333333333336,920.7833333333334,91.83333333333333,3.3333333333333326,679.8333333333334,66.25,455.8333333333333
2019-05-23,5,2019-05-23,22.46666666666667,14.766666666666666,38.166666666666664,922.0500000000001,76.41666666666667,4.216666666666666,677.5833333333334,67.75,456.3333333333333
2019-05-24,5,2019-05-24,21.958333333333332,18.316666666666666,43.166666666666664,922.875,79.5,4.333333333333333,633.4166666666666,77.41666666666667,445.75
2019-05-25,5,2019-05-25,22.09166666666667,22.05,47.5,923.2416666666667,96.33333333333333,4.141666666666667,453.3333333333333,132.41666666666666,405.4166666666667
2019-05-26,5,2019-05-26,21.200000000000003,18.883333333333333,46.75,922.0416666666666,93.58333333333333,3.358333333333334,624.25,74.83333333333333,439.8333333333333
2019-05-27,5,2019-05-27,21.416666666666668,14.924999999999999,40.666666666666664,920.7750000000001,93.41666666666667,2.916666666666666,665.5,68.41666666666667,446.1666666666667
2019-05-28,5,2019-05-28,22.266666666666666,14.308333333333332,36.666666666666664,920.25,100.91666666666667,2.4166666666666665,666.6666666666666,67.91666666666667,445.75
2019-05-29,5,2019-05-29,22.849999999999998,14.333333333333336,36.083333333333336,920.8166666666666,83.16666666666667,2.208333333333333,656.75,71.41666666666667,443.25
2019-05-30,5,2019-05-30,21.925,14.933333333333332,38.416666666666664,921.1750000000001,113.91666666666667,3.3249999999999997,674.0,64.75,443.8333333333333
2019-05-31,5,2019-05-31,20.958333333333332,14.133333333333333,38.916666666666664,920.4749999999998,93.83333333333333,2.9000000000000004,658.9166666666666,71.08333333333333,441.0833333333333
2019-06-01,6,2019-06-01,21.808333333333334,13.741666666666667,40.0,936.0083333333336,106.08333333333333,1.5333333333333332,643.8333333333334,74.0,439.3333333333333
2019-06-02,6,2019-06-02,22.566666666666666,13.925000000000002,37.333333333333336,937.7416666666664,213.66666666666666,1.0250000000000001,659.0,67.58333333333333,439.6666666666667
2019-06-03,6,2019-06-03,21.75,12.308333333333332,36.25,939.5166666666668,143.25,1.8416666666666666,678.6666666666666,60.75,442.8333333333333
2019-06-04,6,2019-06-04,21.108333333333334,14.483333333333333,47.5,939.3000000000001,140.91666666666666,1.3833333333333335,703.5,52.583333333333336,440.6666666666667
2019-06-05,6,2019-06-05,22.625,11.458333333333334,39.5,937.4416666666667,113.5,1.4083333333333332,701.6666666666666,54.666666666666664,443.5
2019-06-06,6,2019-06-06,23.625,9.983333333333333,33.583333333333336,936.941666666667,139.16666666666666,1.3,686.0,63.25,442.1666666666667
2019-06-07,6,2019-06-07,24.150000000000002,9.716666666666667,29.916666666666668,937.7166666666667,150.41666666666666,1.4416666666666667,692.8333333333334,59.0,442.75
2019-06-08,6,2019-06-08,23.05,11.541666666666666,34.833333333333336,940.3916666666665,105.08333333333333,1.45,665.5,65.41666666666667,436.0
2019-06-09,6,2019-06-09,22.149999999999995,15.441666666666665,42.166666666666664,942.1,101.66666666666667,2.6166666666666663,343.4166666666667,148.41666666666666,341.9166666666667
2019-06-10,6,2019-06-10,21.291666666666668,15.791666666666666,48.166666666666664,941.0749999999999,124.41666666666667,1.7499999999999998,569.5833333333334,84.08333333333333,417.1666666666667
2019-06-11,6,2019-06-11,21.033333333333335,12.741666666666665,46.583333333333336,940.0416666666666,96.58333333333333,1.9583333333333333,696.9166666666666,52.083333333333336,434.1666666666667
2019-06-12,6,2019-06-12,20.908333333333335,15.116666666666667,47.916666666666664,933.3083333333333,70.5,1.7166666666666666,643.4166666666666,69.83333333333333,423.8333333333333
2019-06-13,6,2019-06-13,22.075000000000003,15.675000000000002,42.75,938.85,129.25,2.066666666666667,638.75,72.41666666666667,422.9166666666667
